delivery_partner_key,delivery_partner_id,partner_name,city_key,vehicle_type,joined_date,rating
227,DP-ea8737ff-3a03-5e74-a81a-b63ba1ebd57c,Zayyan Sridhar,1,Motorcycle,2024-02-02,4.28
228,DP-4ad54369-d61e-5055-8c35-0391398af594,Dhruv Rattan,10,Motorcycle,2025-09-13,4.22
229,DP-9cb68f3b-bfda-5e73-9f58-db486a249b5f,Ethan Bera,14,Motorcycle,2023-04-21,4.89
230,DP-ddc907ef-88eb-559b-85ae-0a761b017a67,Manthan Modi,2,Motorcycle,2023-12-12,4.25
231,DP-d16501e9-78e3-524b-949d-c503c0288fe1,Yuvraj Dani,2,Motorcycle,2023-06-22,4.27
232,DP-115cc243-1631-5a36-9747-e6cfe9eb93c9,Upkaar Virk,7,Motorcycle,2024-09-22,4.15
233,DP-f6e12ef3-fffd-54d0-96f9-5d7b2c35f8f6,Shravya Savant,45,Motorcycle,2024-01-18,4.76
234,DP-1140e787-e83f-56d6-9276-435ea89008df,Pushti Mody,12,Motorcycle,2023-09-09,4.85
235,DP-28aec440-9779-53a5-bf84-706a57ed52c7,Hardik Johal,40,Motorcycle,2024-04-25,4.43
236,DP-f894a4d3-55d6-5318-8a71-c01b863831f5,Aishani Bumb,25,Bicycle,2026-01-03,4.86
237,DP-b1396d22-9122-5dca-827a-acfc79d636f8,Wriddhish Ghose,8,Motorcycle,2024-12-13,4.62
238,DP-b14ba691-4c04-5c53-a138-a8c4d2773e65,Naksh Agate,23,Motorcycle,2025-11-16,4.13
239,DP-c48f0746-d471-5fcf-9390-152d5e6a24d3,Shravya Singhal,1,Motorcycle,2026-03-12,4.98
240,DP-af62c44f-efba-5ba4-8aa4-b10669a8a597,Bachittar Kata,2,Motorcycle,2026-02-25,4.15
241,DP-1aee7e29-2f4c-584a-bc98-8dae00821b9d,Barkha Setty,27,Motorcycle,2024-03-23,4.45
242,DP-51da6dbb-4049-5cd0-b600-5cebd9ecde96,Vivaan Lalla,24,Bicycle,2026-01-24,4.43
243,DP-0d4d58bd-3ca8-54c2-a77d-6d3214f9bca2,Pavani Contractor,3,Motorcycle,2026-03-06,4.37
244,DP-d4714bb6-a450-558d-91a3-f4b399248b86,Manthan Lata,10,Bicycle,2026-05-09,3.86
245,DP-9db2a3a0-ba91-529e-a925-4160512074a4,Ekbal Bhasin,12,Motorcycle,2024-03-23,5.0
246,DP-a5d50aea-a4f1-51fa-b6c3-2e09de6d08ac,Damyanti Mani,31,Motorcycle,2023-10-19,3.89
247,DP-45b6cc6c-b65d-5642-a9b2-788a61442e8c,Jeet Sidhu,12,Motorcycle,2025-01-15,5.0
248,DP-1c35d16b-1d7a-5cb9-bcd9-fc8b1eca7ec9,Neha Magar,7,Bicycle,2026-04-04,4.21
249,DP-df13acda-ef17-5227-954c-43af0e61138e,Raksha Buch,6,Motorcycle,2026-02-23,4.3
250,DP-04709b3e-e7e1-5103-b2dd-20b09f29b5a2,Rachana Naidu,7,Motorcycle,2024-12-29,4.97
251,DP-1206cf1c-dd27-5655-a3b7-51f7b3e65649,Atharv Chand,15,Motorcycle,2023-07-10,4.66
252,DP-c7caff4b-b030-5478-9929-6da520b15570,Ansh Luthra,31,Motorcycle,2024-06-23,4.04
253,DP-7b4f1d21-d2dc-5284-8da7-c65e6ef0a8a5,Parth Singhal,8,Motorcycle,2025-06-30,4.03
254,DP-5897b1d1-ec68-564f-8b12-3d83226ec152,Arunima Golla,4,Electric Scooter,2024-12-16,4.61
255,DP-19021db6-7f1f-5e00-b4a2-23ba8c4fa21e,Vyanjana Chand,4,Bicycle,2024-03-16,4.14
256,DP-9033752d-3d23-5bab-8892-ff93ba96eb67,Ijaya Rege,20,Motorcycle,2024-03-13,4.68
257,DP-e50dacfc-522b-5680-89e8-00d7d76a0979,Ekani Cheema,26,Bicycle,2023-03-18,4.71
258,DP-43e6b2ca-c43b-5eb3-b481-e44584da3d45,Forum Sabharwal,2,Motorcycle,2024-01-04,4.24
259,DP-2d847b49-27fd-55da-9b9b-40b74ef763f1,Bhavya Rattan,1,Bicycle,2025-05-04,4.32
260,DP-f68f6e2a-1d0f-51ac-a2a9-6c70612f7abf,Suhani Chakrabarti,12,Motorcycle,2023-11-04,4.62
261,DP-3d66d8fb-53cf-51f5-91f8-ae95cdc9768f,Zayyan Naik,2,Bicycle,2026-06-21,4.23
262,DP-2fa366ca-7d09-538a-b8c5-7593b3d45435,Netra Varkey,26,Motorcycle,2023-04-16,4.53
263,DP-3854907d-ec3a-5ba4-bc0f-b32df4879ebe,Turvi Sachdev,5,Motorcycle,2025-01-21,5.0
264,DP-a17563bf-c0b1-50fa-b884-2af65e3994d5,Raghav Vasa,2,Motorcycle,2024-09-25,4.63
265,DP-1216b08c-6a70-50bf-a1cb-d756a17e1555,Wishi Sathe,38,Motorcycle,2025-11-29,4.37
266,DP-7bf7ecb7-8cc7-5a11-8b93-34c810683329,Samar Loke,3,Motorcycle,2026-02-06,5.0
267,DP-49803f79-49ce-5e29-9830-7cb91461b023,Bhavna Sarma,4,Motorcycle,2024-11-24,4.79
268,DP-58609a68-eb0c-59b7-b11c-b3e21b93e62c,Jairaj Balakrishnan,2,Motorcycle,2025-03-15,4.15
269,DP-24f13cf4-0243-51be-ae7e-977656cf0a2d,Nathan Mukhopadhyay,2,Motorcycle,2025-06-10,4.2
270,DP-d4e4fe46-0369-50ca-b02f-385dfebe0ea6,Nikita Chander,1,Motorcycle,2024-10-26,3.93
271,DP-c94c66e2-ff73-5fd6-b66c-0dd4a6ae574d,Ishaan Shenoy,1,Motorcycle,2023-08-24,4.61
272,DP-fd43e86b-992e-5085-8dbb-4f46266e12ea,Mitesh Tara,3,Motorcycle,2024-06-30,3.8
273,DP-67abe12b-fc1b-5491-95cf-69b6d1fd9a6a,Yashodhara Mahajan,1,Motorcycle,2023-11-05,5.0
274,DP-5b0bc529-cc18-5415-bdfe-5589443c8ae7,Vasudha Sodhi,12,Motorcycle,2024-08-15,4.41
275,DP-63260815-e7c3-5a13-a43a-37aaa94c5c87,Tanmayi Dhillon,16,Motorcycle,2025-02-23,4.81
276,DP-16188920-a258-5af4-bd6e-fa8b32e3d59a,Rayaan Trivedi,6,Motorcycle,2023-09-25,4.38
277,DP-9341bc9a-f6aa-5dc9-8342-5dbf32a08acf,Ekaraj Majumdar,5,Motorcycle,2023-11-15,4.61
278,DP-0a3c3c4b-65cf-5dfa-8026-5864d225a0ed,Harini Tripathi,9,Bicycle,2025-11-16,4.45
279,DP-91a3c1c5-ff6a-51b5-87b0-56f68aa69881,Aarnav Mandal,32,Bicycle,2024-04-26,4.52
280,DP-3daf070f-b869-550d-a616-b09d4a6fdc32,Vrishti Dixit,29,Motorcycle,2023-09-11,4.92
281,DP-509fa84b-4bd8-5afb-81fb-04b0bace3d86,Veda Pai,1,Bicycle,2025-06-29,5.0
282,DP-fd4dc89d-aecd-592d-ada5-03cc707f3780,Krishna Shah,3,Motorcycle,2025-07-03,5.0
283,DP-eea62647-7d4b-5c3e-aa22-63473f3ddf0d,Ranbir Khare,4,Motorcycle,2025-11-20,5.0
284,DP-13ebf906-b92c-54a6-aa05-6d7070f3c1d9,Vivaan Roy,4,Motorcycle,2025-08-27,4.26
285,DP-5ef444c7-f503-5133-b3a3-88b4cd03e27c,Eesha Solanki,11,Motorcycle,2026-06-19,4.64
286,DP-65a0ab67-a50d-5b25-85cb-df5b7f75cd45,Libni Doshi,7,Motorcycle,2025-01-03,4.27
287,DP-5c1e8bcb-f222-5134-9534-07e1d18e7e2c,Balhaar Date,1,Electric Scooter,2024-01-01,4.91
288,DP-1cdfde2c-0592-5ed4-a615-26cb299f7b3a,Harish Sarraf,6,Electric Scooter,2026-01-06,4.16
289,DP-d7da5e0a-56ac-58d9-83f4-f5f793417b49,Tanmayi Aurora,9,Motorcycle,2023-12-04,4.93
290,DP-12960967-d1b2-5e34-b6c7-b754f8103de4,Nimrat Dubey,2,Motorcycle,2024-01-07,4.57
291,DP-d6537984-881b-51e7-a19a-260e1ce1389d,Upasna Lanka,27,Motorcycle,2025-11-23,4.47
292,DP-fc46bc11-e9f8-5698-a4a0-76d8fd2191dc,Mitali Buch,1,Bicycle,2026-01-29,4.51
293,DP-7be1944c-99cc-57ef-b696-e277544febbd,Lajita Nadig,39,Motorcycle,2024-03-08,4.11
294,DP-cb951199-be11-5c51-b21f-3f436e3ff308,Balendra Biswas,2,Motorcycle,2025-07-19,4.13
295,DP-fbbaf241-6009-5508-b4df-7a9e67447751,Bhavna Karan,29,Electric Scooter,2026-03-22,4.58
296,DP-40df8765-d982-5bbb-a0c4-6f15064444d9,Radha Chaudhari,36,Bicycle,2025-10-16,4.58
297,DP-9bbff53d-3ab7-525b-a0dd-cea849db9bbf,Sachi Ganesan,47,Bicycle,2023-01-07,4.28
298,DP-a22474c5-8f7e-577e-93d9-c005838b0e72,Ayush Batra,24,Motorcycle,2025-04-28,4.41
299,DP-34f2d18f-4fa6-5fe4-844a-af37ec6186df,Daksh Memon,23,Motorcycle,2023-08-05,4.67
300,DP-543b48b3-3407-50e0-9899-097958499cac,Kavya Sankar,14,Motorcycle,2025-12-15,4.22
301,DP-66d0876a-2f52-5e14-b1cb-3194ca3e8598,Yash Wali,23,Motorcycle,2023-03-27,3.89
302,DP-77df0ccd-0ef4-598e-9ca7-bb9acb5b6b82,Pranit Garde,2,Motorcycle,2026-06-21,5.0
303,DP-5329ce9c-decc-576d-a82e-44494f9c924c,Farhan Raja,10,Motorcycle,2023-08-15,4.6
304,DP-735df18f-dfdc-515a-abc4-9260ea50c2b0,Widisha Dhar,9,Electric Scooter,2024-06-20,4.34
305,DP-a44cdbe5-690b-548b-8aec-d4ba756a43a1,Triya Kumar,30,Motorcycle,2023-10-26,4.27
306,DP-17ee3984-6538-5102-b207-d088d1920038,Aadhya Andra,8,Motorcycle,2025-11-04,4.22
307,DP-3f401f2d-a2cf-54ea-ace8-f11daa249c61,Bhavna Dugar,6,Motorcycle,2024-05-17,4.91
308,DP-67a6c212-4692-5014-b1fa-5d8defc51c63,Riya Pai,14,Motorcycle,2025-08-08,4.06
309,DP-39a1ed12-adc9-553c-9e65-47a93562fa3d,Panini Krishna,4,Motorcycle,2023-03-27,4.64
310,DP-08840295-451e-54e5-9f98-b74b43c9e38b,Chasmum Issac,2,Motorcycle,2024-07-31,4.64
311,DP-beda86e7-cd0f-547f-9168-8268ab48c44d,Vasudha Chhabra,8,Electric Scooter,2026-03-08,4.77
312,DP-c8ebaf73-ee3e-5a8c-b6f2-367e38f89c3b,Lakshmi Parmer,7,Motorcycle,2026-03-28,4.37
313,DP-d3fd2fca-2462-5c08-bbfe-3a261b80b933,Chakrika Bains,3,Motorcycle,2023-09-24,4.99
314,DP-35ae1774-5ccd-5a90-a631-9f2582c118f3,Anvi Anand,6,Bicycle,2024-05-18,4.78
315,DP-2d75b0dc-a6ed-5628-9934-276621b08daf,Watika Mangat,6,Motorcycle,2024-06-06,4.36
316,DP-6fea89b9-f70c-5a12-9591-148e666d0e96,Indira Kanda,5,Motorcycle,2024-12-22,4.25
317,DP-b07de6d3-b55e-584c-ad8d-04079fac8e0f,Zashil Devan,6,Motorcycle,2024-11-16,4.45
318,DP-07a7fc51-bb20-5cc9-bccf-d9d177de1477,Balveer More,16,Motorcycle,2023-05-16,4.35
319,DP-08b88973-5b76-5e8d-96ef-ee16ea587389,Bahadurjit Patla,4,Motorcycle,2025-08-31,4.2
320,DP-57d898f9-affb-542e-84a2-bd83719ebee5,Gautam Merchant,42,Motorcycle,2023-10-16,4.53
321,DP-6f27852c-8cbf-5812-972a-fcb4fd6be5e3,Ojasvi Gill,38,Motorcycle,2024-02-06,4.41
322,DP-13331383-9517-5f0b-bff3-7cec2078e862,Kevin Zacharia,8,Bicycle,2025-12-08,5.0
323,DP-167628ce-6d1f-5a6d-b641-f5d340353d63,Yachana Mahajan,5,Motorcycle,2025-05-29,4.34
324,DP-dd43460e-8766-594b-a4f2-8dc0a384d23f,Aarini Subramaniam,10,Motorcycle,2024-05-21,4.25
325,DP-1c1f472e-7044-55a0-8f87-6b671e2bf1f6,Hamsini Contractor,29,Electric Scooter,2026-03-10,4.5
326,DP-8b0861fc-e441-5b30-82f6-5faa5c4a0b7c,Faqid Dhaliwal,15,Bicycle,2024-05-17,4.59
327,DP-d79e770e-759f-5346-9e92-4977e0ac514d,Mekhala Pau,25,Motorcycle,2024-12-22,4.62
328,DP-3c6f1883-2327-541c-b1dd-0fe783682403,Megha Atwal,10,Motorcycle,2023-11-10,4.61
329,DP-0764a2f6-9bb1-5ce5-8390-3d937a2bb568,Jatin Sha,14,Motorcycle,2023-08-22,4.52
330,DP-986c7281-5caf-5d3e-a47a-9b7abe88a19c,Adweta Raj,4,Motorcycle,2024-09-19,4.49
331,DP-412f2ccf-1f73-5c9a-9565-17db4c785ffd,Hritik Kaur,19,Motorcycle,2024-12-19,4.71
332,DP-1dedb124-e176-5a24-8bbc-1b625cb8d404,Aryan Narang,3,Motorcycle,2025-10-25,4.17
333,DP-28e3d814-5a0d-5277-ae4b-ee13891cf052,Dev Shetty,17,Motorcycle,2024-05-13,4.25
334,DP-680555aa-9d8c-5845-8175-4a1273249ac6,Nilima Dada,31,Motorcycle,2026-02-16,3.98
335,DP-baafc27f-a48a-5ab9-b92a-a4dd332b85d7,Chakradev Barad,2,Motorcycle,2025-02-14,4.17
336,DP-7f27001a-3466-5171-b20b-c4ef9294adda,Waida D’Alia,13,Motorcycle,2023-03-31,4.87
337,DP-ebb0dd5b-ef7d-541a-b8db-04cb1868c7f6,Wahab Yogi,2,Electric Scooter,2025-08-01,4.7
338,DP-2fb47674-c668-5c3e-aa53-a24511ebbf25,Lipika Setty,19,Motorcycle,2025-01-03,5.0
339,DP-a6da8181-14ec-514e-b11a-7b6f1a73117f,Oni Dubey,2,Motorcycle,2024-05-11,5.0
340,DP-e60c13c7-1136-5cd0-bcb2-94c03d55e316,Hardik Suri,40,Motorcycle,2024-08-19,4.7
341,DP-a51a1bf8-b945-5ab6-b21d-e984e33b2b74,Ati Bali,2,Motorcycle,2024-01-21,4.55
342,DP-86133ee7-28f0-5e32-b84d-fd4084ea02e6,Teerth Sawhney,44,Motorcycle,2025-02-22,4.51
343,DP-a99ea13c-1880-5c99-b1f1-3350dd5034c5,Warinder Patil,24,Electric Scooter,2024-12-24,3.79
344,DP-87d2b7b3-f093-50f1-b440-3b045733b9ee,Jhalak Parmer,12,Motorcycle,2024-07-24,4.47
345,DP-bddcd701-3da9-5d2a-b7ab-2541c6f6469b,Mitali Majumdar,23,Motorcycle,2023-12-30,4.3
346,DP-a84695b1-4c24-5411-9520-e6d3fa405951,Jason Sha,24,Motorcycle,2024-05-23,4.19
347,DP-8ce9de99-f8d4-5e60-95c6-ca78574ac4e2,Simon Bail,42,Electric Scooter,2024-09-27,4.64
348,DP-662b0d2f-c685-55ff-abf7-d4302cf4dd08,Gauri Kohli,4,Motorcycle,2024-08-25,4.43
349,DP-23084261-acda-5168-b9ef-4e128765b2e4,Samesh Biswas,12,Motorcycle,2024-01-30,4.53
350,DP-42a074cd-1cf5-5984-9a9a-da7c275d10e0,Tarak Kaul,2,Motorcycle,2025-01-12,4.14
351,DP-4e5cf597-5ebc-5ca7-ad8a-945c648682a7,Manbir Agate,13,Bicycle,2023-10-17,4.8
352,DP-694f7676-ce78-56d0-b9c6-058c43d43b1f,Maanav De,3,Motorcycle,2024-10-01,4.34
353,DP-18a7b92c-c2fe-5c71-867c-69b8afd86a91,Owen Choudhary,11,Electric Scooter,2023-06-05,4.62
354,DP-f37cdf1e-6902-58e2-a2e5-bf4822fc387c,Karan Aurora,11,Motorcycle,2024-08-25,4.37
355,DP-4f90e3d9-3df0-5a9f-b965-44d4b21458d5,Wazir Naik,8,Motorcycle,2025-09-27,3.73
356,DP-ba6ebc69-10a0-55a8-b5db-93079ec85519,Owen Lanka,9,Motorcycle,2025-11-09,4.66
357,DP-66827d1a-3410-5ea0-82df-64fa0c2fe64f,Jonathan Sama,21,Motorcycle,2025-06-05,4.45
358,DP-d75c05c0-8124-5328-a6f4-2635327f942f,Devansh Soni,24,Motorcycle,2025-08-09,3.96
359,DP-f69e3226-6580-57e0-9e10-0f3e76e08e39,Janaki Varghese,9,Motorcycle,2023-03-26,4.1
360,DP-e59c148e-89bc-5d71-ab65-20999c70d665,Siya Thakur,12,Motorcycle,2024-03-11,4.81
361,DP-cd509427-aa69-5d54-8bee-304a09c51f4f,Caleb Verma,40,Electric Scooter,2025-04-14,3.97
362,DP-8fb27a41-1862-571e-a4ff-c77f212b7f04,Tara Balasubramanian,2,Motorcycle,2025-10-18,4.33
363,DP-9d16c9ee-c06d-5cf4-b583-85b290f99df4,Varenya Ratti,2,Motorcycle,2025-01-13,5.0
364,DP-bb862647-4657-5fbb-9854-7cd8b03fb79d,Hritik Swaminathan,2,Motorcycle,2025-12-25,4.67
365,DP-b2d6b581-a89d-556d-9dd5-5f9695609a3b,Ethan Buch,15,Motorcycle,2023-12-15,4.75
366,DP-39f1a4b9-2ec4-5433-b4a5-65b71c5065b2,Manbir Bhatti,7,Motorcycle,2023-07-15,4.4
367,DP-6ee6b7f2-e4db-5cee-a079-c544b5abea55,Anvi Nair,22,Bicycle,2023-04-21,3.93
368,DP-d0ca1b19-639d-5471-9a19-9dd9af6f2c5a,Chaitaly Setty,16,Motorcycle,2025-01-13,4.56
369,DP-a6c19e45-04ef-50d8-9564-315a5264adc6,Hardik Contractor,5,Motorcycle,2025-04-28,4.12
370,DP-b82a5a3d-98ba-55f0-8511-0d3d17bf1efe,Qushi Seth,35,Motorcycle,2023-12-31,4.09
371,DP-92cd3037-a3d4-5966-a487-d50b94103648,Odika Nori,21,Motorcycle,2025-09-26,4.52
372,DP-c5bcddff-4a28-572e-b762-ee54430db3e8,Mohini Sagar,4,Motorcycle,2025-08-01,4.15
373,DP-31d84a6c-3f18-54a5-830c-e1e867d3cb61,Dhriti Sane,6,Motorcycle,2024-04-04,4.48
374,DP-c3d300b8-5239-596c-940e-2ba7c073dede,Aadhya Prasad,5,Motorcycle,2023-11-01,4.26
375,DP-1524687a-8f0a-5371-b246-41f3a78d037b,Urvi Bhavsar,2,Motorcycle,2025-08-05,4.47
376,DP-7fb927aa-c750-5762-ac64-16f475db0aa1,Frederick Chander,2,Motorcycle,2025-05-06,4.31
377,DP-d6a9b6ea-569a-55b1-9725-9e9949a81f40,Gopal Pradhan,40,Motorcycle,2023-08-06,4.48
378,DP-7e945437-7893-5bd0-83b0-1753faa3713e,Darpan Narayan,7,Motorcycle,2023-11-22,5.0
379,DP-5216cc56-0fca-5344-9ac0-abfc89562cf3,Nirja Pandya,6,Motorcycle,2024-09-12,4.76
380,DP-144e122b-259a-5c10-80eb-df3e21de9a8c,Charan Mani,19,Motorcycle,2024-10-14,4.44
381,DP-06fedf1b-d20b-51e0-85ff-fd7694a0ee12,Indira Chawla,10,Motorcycle,2023-07-31,4.93
382,DP-1d29a040-f856-55be-a1c3-02836be922b1,Mohammed Subramaniam,40,Motorcycle,2026-04-25,4.63
383,DP-2627dbbb-b551-5eb5-8f0f-c8b62419421b,Hritik Palla,23,Bicycle,2024-05-10,4.9
384,DP-240940c8-a7cf-505c-b0f8-d973895118fc,Ishwar Mallick,8,Motorcycle,2024-05-01,4.0
385,DP-f2f7546d-96cd-5f84-a443-bb2a9048d7c1,Pushti Bal,6,Motorcycle,2023-03-19,4.15
386,DP-c534be33-377e-5780-bcbe-8bc53a7b7264,Ayush Gole,48,Motorcycle,2026-01-22,4.56
387,DP-9f952da5-622e-5aea-af0c-ed49dee0654b,Dayamai Nori,18,Motorcycle,2023-10-28,4.43
388,DP-4c99b4b5-899b-5e74-a216-e942a0130d3c,Abeer Golla,43,Motorcycle,2026-06-13,4.48
389,DP-a0131ec5-4b11-55ca-aba0-ecdd184f0a65,Nandini Boase,2,Motorcycle,2024-09-24,4.69
390,DP-23c406dc-fbf9-5271-9b58-f4fe36a6c65b,Azaan Chand,29,Bicycle,2026-01-21,4.56
391,DP-66e8113e-f36e-5544-b52b-514914fe25f5,Krisha Saini,14,Motorcycle,2023-08-17,4.8
392,DP-4bd4ea83-4b5a-5126-acfe-46486f5c858c,Harita Dugar,2,Motorcycle,2023-07-31,4.79
393,DP-1dae18fd-6487-59b9-8fe4-fbe25c2afb2d,Devika Nair,12,Motorcycle,2025-10-19,4.16
394,DP-1082809e-3693-55e6-8415-8d5bd45e4e78,Charles Dugal,16,Motorcycle,2025-11-11,3.74
395,DP-5f685568-1159-511f-be5c-4ca8455e5f08,Chandran Bumb,1,Motorcycle,2024-11-23,4.14
396,DP-908100a3-8902-5283-b3ae-47906c2f7b37,Saanvi Samra,8,Motorcycle,2023-02-11,4.12
397,DP-3d88149e-8eab-575a-b0f9-377ad0a4924c,Riya Sachdeva,27,Motorcycle,2026-04-19,4.51
398,DP-bc27c310-12f5-5e8a-aa6e-f5093c5fb3b7,Tanveer Vala,4,Motorcycle,2024-05-16,4.5
399,DP-524e6110-a215-5ecf-83fb-211b73e698f3,Hemani Sani,8,Motorcycle,2026-04-09,4.41
400,DP-1ceb6034-8067-5465-b855-744a2fa2ac05,Bhanumati Sur,7,Motorcycle,2026-01-16,4.64
401,DP-1eef0cd2-c909-5416-9b0e-15f7257096e1,Chakradev Kannan,5,Motorcycle,2025-12-22,5.0
402,DP-aabb450a-2835-58c8-a18b-13475a020e8a,Christopher Amble,38,Motorcycle,2025-05-28,4.41
403,DP-07a855a2-9bf0-5f45-9846-39fa1c89732a,Charvi Kakar,23,Bicycle,2025-05-09,4.57
404,DP-60f2e77a-9108-51f5-9f84-80f78e08929e,Aadhya Mann,2,Motorcycle,2024-11-10,4.48
405,DP-b225d008-4c28-55bd-874b-10af3d9a8260,Jagdish Amble,50,Motorcycle,2023-02-01,4.28
406,DP-a181ee05-9f48-5197-a30a-2e1fb15ee1b4,Qushi Gill,33,Motorcycle,2024-05-09,4.69
407,DP-84875969-c2cc-563a-b0c9-14d203438464,Lajita Walia,4,Bicycle,2025-07-21,4.39
408,DP-bd3399a3-c2f5-513c-90bd-235ff4427271,Xiti Pandya,28,Motorcycle,2025-11-02,4.21
409,DP-cab54e19-36f5-5888-afa2-f76fad91e8dc,Mekhala Basak,2,Motorcycle,2024-12-15,4.24
410,DP-1e43dcb3-b47e-50db-89a2-f1050ae6a4a9,Anirudh Sharaf,50,Motorcycle,2025-06-24,4.81
411,DP-7fb0fb7f-3f69-5d1c-bede-0dcda750de56,Dhriti Sanghvi,15,Motorcycle,2023-01-28,4.68
412,DP-45493d6a-f19a-5623-8373-40619d2f0c97,Omisha Mann,14,Bicycle,2024-08-20,4.32
413,DP-f4e29ddf-7a2e-5e45-b661-9a98fccba14e,Nidhi Bail,2,Electric Scooter,2024-10-09,4.64
414,DP-8349ea7b-b34e-5d4d-a03d-bc5daddd1119,Onveer Sharma,35,Motorcycle,2026-02-12,4.49
415,DP-2c63cbae-163a-581b-98ef-277fb5000851,Gaurang Sarkar,1,Electric Scooter,2024-02-01,4.58
416,DP-c9c38a84-998f-5bd0-a748-c9f180710cc6,Yagnesh Sarin,4,Electric Scooter,2023-10-21,4.28
417,DP-ce06cfa0-6d5f-5e27-90e8-4f2881da0f36,Farhan Randhawa,2,Motorcycle,2024-03-25,4.13
418,DP-773d50b3-0406-50be-a1cd-f69f4183041c,Harinakshi Kant,22,Motorcycle,2023-08-06,4.39
419,DP-08d9e716-e283-55f7-978b-d7e136a440e5,Om Bose,3,Electric Scooter,2024-12-13,4.18
420,DP-ef44dbe3-822b-5e06-a7fc-578ae26843ea,Yashvi Hari,37,Motorcycle,2025-03-31,4.16
421,DP-d9334852-6412-5054-abc6-bba009b1bc73,Indali Divan,15,Motorcycle,2025-10-19,4.02
422,DP-53a92f32-99d5-5f03-bdfb-8ed9eec01188,Harshil Dhingra,1,Electric Scooter,2026-05-25,3.75
423,DP-eb237238-df80-5164-a3ef-013b083d9883,Rudra Ghose,1,Motorcycle,2023-04-04,4.32
424,DP-69454190-ba22-5a51-aad3-a7240a835e37,Faqid Goel,1,Motorcycle,2023-11-12,4.88
425,DP-bd7bc26c-945b-55b5-ac00-98d6d84a88d0,Ucchal Sen,12,Motorcycle,2024-01-19,4.78
426,DP-f74d8b3f-367f-53b0-a6e0-8a3ec445054d,Diya Dora,24,Electric Scooter,2023-11-15,5.0
427,DP-d9727d13-5a7a-5d3c-a946-75a0b1334fb6,Ekansh Singh,4,Motorcycle,2025-11-21,4.15
428,DP-503f9c23-4f7c-57ce-a9b9-fae8da29ab1e,Chavvi Maharaj,29,Motorcycle,2023-06-28,4.71
429,DP-3a5fd370-67dd-512a-b473-d9c8d4298d9d,Indira Tripathi,1,Motorcycle,2023-02-07,4.44
430,DP-4e1a83dd-1555-54ed-84b4-ee2b27fcf8d5,Dayita Shenoy,24,Motorcycle,2026-01-03,4.24
431,DP-eeb6266f-820a-5929-97dc-837713ce6389,Baljiwan Bhandari,39,Motorcycle,2026-05-11,4.83
432,DP-3fe4756e-f702-5694-93b1-bcf16846d761,Bhavini Bose,22,Electric Scooter,2023-10-16,4.44
433,DP-bdd9120e-b8b3-5eb0-a0e2-d0eaafbee7c6,Yashica Rajagopalan,17,Electric Scooter,2024-02-29,3.89
434,DP-1088f0ee-20fd-568c-a0da-1af637e74509,Benjamin Sengupta,28,Motorcycle,2024-10-04,4.77
435,DP-956aac95-ab5b-5ffb-9884-e1294fb797ec,Ekanta Soni,1,Motorcycle,2024-11-02,4.61
436,DP-bb9ee509-fd68-5608-b1c6-4fac21d9239e,David Seshadri,3,Motorcycle,2026-06-18,4.53
437,DP-8f507ebc-e833-534b-8168-e541196d6d9c,Hemal Chad,2,Motorcycle,2024-05-30,4.08
438,DP-9078e0e7-d4f7-5489-a894-97321eb999a0,Balveer Kota,9,Motorcycle,2023-01-16,4.57
439,DP-b0aeff24-a8de-5f3b-b1f6-3238a429500d,Reva Viswanathan,20,Motorcycle,2024-06-23,5.0
440,DP-6f57cc58-3bc6-5307-9c9c-a45a0a12b584,Januja Pradhan,13,Motorcycle,2024-12-11,4.6
441,DP-e6c7bce4-a4ee-5035-abf3-36a9273f6244,Lila Rege,29,Motorcycle,2024-10-21,3.98
442,DP-bd8261f0-b00b-517d-a0e9-88421fc31f65,Charles Natt,2,Motorcycle,2024-10-15,4.63
443,DP-83642d97-b044-5a48-a9de-a2a1643bdb76,Forum Chandra,19,Motorcycle,2026-03-23,4.61
444,DP-355873d9-8bbf-598e-9733-e7ae881f3372,Bhanumati Krishnan,3,Electric Scooter,2025-10-27,4.74
445,DP-88269daf-10ba-5a9a-9c60-5f6ac6fc8ed5,Gauri Bumb,4,Motorcycle,2023-11-18,4.6
446,DP-fff20388-1d16-5453-a46f-fd23f11db083,Inaya Mukherjee,18,Motorcycle,2024-03-29,4.16
447,DP-dc609094-0697-5e58-8ae2-18d56e8bec00,Kai Chad,47,Bicycle,2025-05-01,4.51
448,DP-9e5d196f-f1c5-53d0-b5d5-2da3d16c5a28,Krisha Narasimhan,13,Motorcycle,2024-06-07,4.39
449,DP-b54692f8-feae-562f-af71-c2d7900406fb,Girik Sampath,1,Bicycle,2024-06-30,4.55
450,DP-7c779797-5d0a-599e-9e05-4955bbef3243,Andrew Patil,13,Motorcycle,2023-08-03,4.85
451,DP-6172071f-965f-53b6-aaa0-ddc92c146cca,Pranit Kala,1,Motorcycle,2023-11-21,4.26
452,DP-903748d2-8e9f-52e4-bef9-04b18de58b68,Vedika Handa,33,Electric Scooter,2025-08-03,5.0
453,DP-8fcaa552-ca7b-5740-a4a4-d46bb1dbc2d6,Laksh Dubey,18,Motorcycle,2025-12-11,4.63
